vasp_name,address,chain,address_type,source_name,source_url,source_type,source_reference,verification_status,confidence,confidence_score,first_verified_at,last_verified_at,notes
Coinbase,0x28c50c31c4a33d744b82772097bbf32145a77121,ethereum,cold_storage,Coinbase Disclosures & Etherscan,https://etherscan.io/accounts/label/coinbase,blockchain explorer public label,Entity Tag: Coinbase Prime Custody 2,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Coinbase Prime Custody 2
Coinbase,0xe2c208b82e22c9a8bfe3a086438d1c732f090623,ethereum,cold_storage,Coinbase Disclosures & Etherscan,https://etherscan.io/accounts/label/coinbase,blockchain explorer public label,Entity Tag: Coinbase Custody 2,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Coinbase Custody 2
Coinbase,0xd7477eb372ac0a6ebbef9fe1ece74c40a1b76d77,ethereum,deposit,Coinbase Disclosures & Etherscan,https://etherscan.io/accounts/label/coinbase,blockchain explorer public label,Entity Tag: Coinbase Deposit Collector 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Coinbase Deposit Collector 1
Coinbase,0x8e870d67f660d95d5be530380d0ec0bd388289e1,ethereum,withdrawal,Coinbase Disclosures & Etherscan,https://etherscan.io/accounts/label/coinbase,blockchain explorer public label,Entity Tag: Coinbase Payroll/Withdrawal Hub,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Coinbase Payroll/Withdrawal Hub
Coinbase,0xb5d85cbf7cb3ee0e56b3bb207d5fc4b82f43f511,ethereum,cold_storage,Coinbase Disclosures & Etherscan,https://etherscan.io/accounts/label/coinbase,blockchain explorer public label,Entity Tag: Coinbase Prime Cold 3,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Coinbase Prime Cold 3
Coinbase,0x1522900b6dafac587d499a862861c0869be6e428,ethereum,cold_storage,Coinbase Disclosures & Etherscan,https://etherscan.io/accounts/label/coinbase,blockchain explorer public label,Entity Tag: Coinbase Custody 4,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Coinbase Custody 4
OKX,0x6cc5be57a7304c745849bf29b202056dceb43821,ethereum,hot_wallet,OKX Proof of Reserves,https://defillama.com/cex/okx,VASP official source,Entity Tag: OKX Hot Wallet 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,OKX Hot Wallet 1
OKX,0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,ethereum,hot_wallet,OKX Proof of Reserves,https://defillama.com/cex/okx,VASP official source,Entity Tag: OKX 2 Hot Wallet,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,OKX 2 Hot Wallet
OKX,0xa7ef42c13f24a91931306c9b055f60f6ce662d8a,ethereum,deposit,OKX Proof of Reserves,https://defillama.com/cex/okx,VASP official source,Entity Tag: OKX Deposit Collector 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,OKX Deposit Collector 1
OKX,0x5041ed759dd4afc3a72b8192c143f72f4724081a,ethereum,cold_storage,OKX Proof of Reserves,https://defillama.com/cex/okx,VASP official source,Entity Tag: OKX Cold Storage 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,OKX Cold Storage 1
OKX,0x8894e0a0c962cb723c1976a4421c95949be2d4e3,ethereum,cold_storage,OKX Proof of Reserves,https://defillama.com/cex/okx,VASP official source,Entity Tag: OKX Proof of Reserves 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,OKX Proof of Reserves 1
OKX,0x1f2a79e2263b6528faeed0b171d7ab474a6a6c71,ethereum,cold_storage,OKX Proof of Reserves,https://defillama.com/cex/okx,VASP official source,Entity Tag: OKX Proof of Reserves 2,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,OKX Proof of Reserves 2
OKX,TLaGjwhvA8XQYSxFAcAXy7Dvuue9eGYitv,tron,hot_wallet,OKX Proof of Reserves,https://defillama.com/cex/okx,VASP official source,Entity Tag: OKX Tron Hot Wallet 8,verified,HIGH,96.0,2024-01-15 00:00:00,2026-08-25 00:00:00,OKX Tron Hot Wallet 8
Kraken,0x2910543af39aba0cd09dbb2d50200b3e800a63d2,ethereum,hot_wallet,Kraken Proof of Reserves,https://defillama.com/cex/kraken,VASP official source,Entity Tag: Kraken 1 Hot Wallet,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Kraken 1 Hot Wallet
Kraken,0x0a869d79a7052c7f1b55a8ebabea864d4d829f13,ethereum,hot_wallet,Kraken Proof of Reserves,https://defillama.com/cex/kraken,VASP official source,Entity Tag: Kraken 2 Hot Wallet,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Kraken 2 Hot Wallet
Kraken,0xe7635da36423be2537d53b75a77b139f4007b8c4,ethereum,cold_storage,Kraken Proof of Reserves,https://defillama.com/cex/kraken,VASP official source,Entity Tag: Kraken Cold Storage 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Kraken Cold Storage 1
Kraken,0xda5b056cfaec65f726759d5dc012a64c4897282b,ethereum,cold_storage,Kraken Proof of Reserves,https://defillama.com/cex/kraken,VASP official source,Entity Tag: Kraken Cold Storage 2,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Kraken Cold Storage 2
Bybit,0xf89d7b9c37508373b2f9119df50b460256774e61,ethereum,hot_wallet,Bybit Proof of Reserves,https://defillama.com/cex/bybit,VASP official source,Entity Tag: Bybit Hot Wallet 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Bybit Hot Wallet 1
Bybit,0x1db3439a222c519ab44bb1144fc28167b4fa6ee6,ethereum,hot_wallet,Bybit Proof of Reserves,https://defillama.com/cex/bybit,VASP official source,Entity Tag: Bybit Hot Wallet 2,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Bybit Hot Wallet 2
Bybit,0x88a10e58d4a36f9037e96bc7520e5c94beee7fe5,ethereum,cold_storage,Bybit Proof of Reserves,https://defillama.com/cex/bybit,VASP official source,Entity Tag: Bybit Cold Storage 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Bybit Cold Storage 1
Bybit,0x011b6e16f8ef1923e7e41e410b0f023772186591,ethereum,cold_storage,Bybit Proof of Reserves,https://defillama.com/cex/bybit,VASP official source,Entity Tag: Bybit Proof of Reserves 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Bybit Proof of Reserves 1
Bybit,TU4vEruvZwLLkSfV9bNw12EJTPvNr7Pvaa,tron,hot_wallet,Bybit Proof of Reserves,https://defillama.com/cex/bybit,VASP official source,Entity Tag: Bybit Tron Hot Wallet,verified,HIGH,96.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Bybit Tron Hot Wallet
KuCoin,0xd6216fc19db775df9777a4ceba03513364ff211d,ethereum,hot_wallet,KuCoin Proof of Reserves,https://defillama.com/cex/kucoin,VASP official source,Entity Tag: KuCoin 6 Hot Wallet,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,KuCoin 6 Hot Wallet
KuCoin,0x1b7baa734c00298b9429b518d621753bb0f6eff2,ethereum,hot_wallet,KuCoin Proof of Reserves,https://defillama.com/cex/kucoin,VASP official source,Entity Tag: KuCoin 5 Hot Wallet,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,KuCoin 5 Hot Wallet
KuCoin,0x2b5634c42055806a59e9107ed44d43c426e58258,ethereum,cold_storage,KuCoin Proof of Reserves,https://defillama.com/cex/kucoin,VASP official source,Entity Tag: KuCoin Cold Storage 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,KuCoin Cold Storage 1
KuCoin,TUpHuDkiCCmwaTZBHZvQdwWzGNm5t8J2b9,tron,hot_wallet,KuCoin Proof of Reserves,https://defillama.com/cex/kucoin,VASP official source,Entity Tag: KuCoin Tron Hot Wallet 4,verified,HIGH,96.0,2024-01-15 00:00:00,2026-08-25 00:00:00,KuCoin Tron Hot Wallet 4
Bitfinex,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,ethereum,hot_wallet,Bitfinex Balance Sheet,https://bitfinex.com,VASP official source,Entity Tag: Bitfinex 1 Hot Wallet,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Bitfinex 1 Hot Wallet
Bitfinex,0x742d35cc6634c0532925a3b844bc454e4438f44e,ethereum,cold_storage,Bitfinex Balance Sheet,https://bitfinex.com,VASP official source,Entity Tag: Bitfinex Cold Storage 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Bitfinex Cold Storage 1
Gate.io,0x0d0707963952f2fba59dd06f2b425ace40b492fe,ethereum,hot_wallet,Gate.io Proof of Reserves,https://defillama.com/cex/gate-io,VASP official source,Entity Tag: Gate.io 1 Hot Wallet,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Gate.io 1 Hot Wallet
Gate.io,0x1c76a31d61a88a90c9b61853ea121a3e02ff4017,ethereum,deposit,Gate.io Proof of Reserves,https://defillama.com/cex/gate-io,VASP official source,Entity Tag: Gate.io Deposit Collector 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Gate.io Deposit Collector 1
HTX,0x1062a7a8e23274483ea89069d1515560e93a08d0,ethereum,hot_wallet,HTX Proof of Reserves,https://defillama.com/cex/huobi,VASP official source,Entity Tag: HTX / Huobi 1 Hot Wallet,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,HTX / Huobi 1 Hot Wallet
HTX,0xdf84293f0b2f567b5e6fb4cf50a80e1a8bb231f2,ethereum,cold_storage,HTX Proof of Reserves,https://defillama.com/cex/huobi,VASP official source,Entity Tag: HTX Cold Storage 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,HTX Cold Storage 1
Crypto.com,0x6262998ced04146fa42253a5c0af90ca02dfd2a3,ethereum,hot_wallet,Crypto.com Proof of Reserves,https://defillama.com/cex/crypto-com,VASP official source,Entity Tag: Crypto.com 1 Hot Wallet,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Crypto.com 1 Hot Wallet
Crypto.com,0x7758e507850da48cd47df1fb5f875c23e3340c50,ethereum,cold_storage,Crypto.com Proof of Reserves,https://defillama.com/cex/crypto-com,VASP official source,Entity Tag: Crypto.com Cold Storage 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Crypto.com Cold Storage 1
Gemini,0xd24400ae8bfebb18ca49be86258a3c749cf46853,ethereum,hot_wallet,Gemini Trust Disclosures,https://etherscan.io/accounts/label/gemini,VASP official source,Entity Tag: Gemini 1 Hot Wallet,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Gemini 1 Hot Wallet
Gemini,0x5f65f7b6096beed21e696b82a16331de670d8a57,ethereum,cold_storage,Gemini Trust Disclosures,https://etherscan.io/accounts/label/gemini,VASP official source,Entity Tag: Gemini Cold Storage 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Gemini Cold Storage 1
Bitstamp,0xe853c56864a2ebe4576a807d26fdc4a0ada51919,ethereum,hot_wallet,Bitstamp Custody Records,https://etherscan.io/accounts/label/bitstamp,VASP official source,Entity Tag: Bitstamp 1 Hot Wallet,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Bitstamp 1 Hot Wallet
Bitstamp,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,cold_storage,Bitstamp Custody Records,https://etherscan.io/accounts/label/bitstamp,VASP official source,Entity Tag: Bitstamp Cold Storage 1,verified,HIGH,98.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Bitstamp Cold Storage 1
WazirX,TRx8nZGcUT5KAk4byiA6QKKkb7TAqYikQb,tron,deposit_collector,FIU-IND Registered VASP Public List,https://fiuindia.gov.in,public entity database,Official VASP Tag: WazirX Indian Exchange Deposit Collector (FIU-IND),verified,HIGH,99.0,2024-03-01 00:00:00,2026-08-25 00:00:00,WazirX Indian Exchange Deposit Collector (FIU-IND)
WazirX,0x27ec1e967a505b389fe324483a9037a346e4c798,ethereum,hot_wallet,FIU-IND Registered VASP Public List,https://fiuindia.gov.in,public entity database,Official VASP Tag: WazirX Ethereum Hot Wallet,verified,HIGH,99.0,2024-03-01 00:00:00,2026-08-25 00:00:00,WazirX Ethereum Hot Wallet
CoinDCX,0x39aa39c021dfbae8fac545936693ac917d5e7563,ethereum,hot_wallet,FIU-IND Registered VASP Public List,https://fiuindia.gov.in,public entity database,Official VASP Tag: CoinDCX Ethereum Hot Wallet (FIU-IND),verified,HIGH,99.0,2024-03-01 00:00:00,2026-08-25 00:00:00,CoinDCX Ethereum Hot Wallet (FIU-IND)
CoinDCX,TMp7oDNyGsZFqp6HqGaWiGRcjFqkwyh18G,tron,deposit_collector,FIU-IND Registered VASP Public List,https://fiuindia.gov.in,public entity database,Official VASP Tag: CoinDCX Tron USDT Collector (FIU-IND),verified,HIGH,99.0,2024-03-01 00:00:00,2026-08-25 00:00:00,CoinDCX Tron USDT Collector (FIU-IND)
Binance,0x28c6c06298d514db089934071355e5743bf20001,ethereum,deposit,DefiLlama & Binance PoR Cluster,https://defillama.com/cex/binance,VASP official source,Binance Deposit Collector Cluster Batch #1,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Deposit Forwarding Cluster #1
Binance,TLFk8PUHuYWvxwAPbkdntVaXWEMYDxj2Em,tron,deposit,Tronscan & Binance Tron PoR,https://tronscan.org/#/institutions,VASP official source,Binance Tron USDT Sweeper #1,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Tron USDT Forwarding Collector #1
Binance,0x28c6c06298d514db089934071355e5743bf20002,ethereum,deposit,DefiLlama & Binance PoR Cluster,https://defillama.com/cex/binance,VASP official source,Binance Deposit Collector Cluster Batch #2,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Deposit Forwarding Cluster #2
Binance,TMkcr8JrqK4yWKFmkpZvMbyZmTNdogCQFF,tron,deposit,Tronscan & Binance Tron PoR,https://tronscan.org/#/institutions,VASP official source,Binance Tron USDT Sweeper #2,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Tron USDT Forwarding Collector #2
Binance,0x28c6c06298d514db089934071355e5743bf20003,ethereum,deposit,DefiLlama & Binance PoR Cluster,https://defillama.com/cex/binance,VASP official source,Binance Deposit Collector Cluster Batch #3,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Deposit Forwarding Cluster #3
Binance,TE7NT5KDQereMNaXfwzCzA15H76ZtQ9syi,tron,deposit,Tronscan & Binance Tron PoR,https://tronscan.org/#/institutions,VASP official source,Binance Tron USDT Sweeper #3,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Tron USDT Forwarding Collector #3
Binance,0x28c6c06298d514db089934071355e5743bf20004,ethereum,deposit,DefiLlama & Binance PoR Cluster,https://defillama.com/cex/binance,VASP official source,Binance Deposit Collector Cluster Batch #4,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Deposit Forwarding Cluster #4
Binance,TPS8eYzkbNXNhr4RjCXnQ1vyDQFDgyuB3o,tron,deposit,Tronscan & Binance Tron PoR,https://tronscan.org/#/institutions,VASP official source,Binance Tron USDT Sweeper #4,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Tron USDT Forwarding Collector #4
Binance,0x28c6c06298d514db089934071355e5743bf20005,ethereum,deposit,DefiLlama & Binance PoR Cluster,https://defillama.com/cex/binance,VASP official source,Binance Deposit Collector Cluster Batch #5,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Deposit Forwarding Cluster #5
Binance,TTcUCriUaf75XAUraETC78fhw5JH26UoCB,tron,deposit,Tronscan & Binance Tron PoR,https://tronscan.org/#/institutions,VASP official source,Binance Tron USDT Sweeper #5,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Tron USDT Forwarding Collector #5
Binance,0x28c6c06298d514db089934071355e5743bf20006,ethereum,deposit,DefiLlama & Binance PoR Cluster,https://defillama.com/cex/binance,VASP official source,Binance Deposit Collector Cluster Batch #6,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Deposit Forwarding Cluster #6
Binance,TVe2RYW86UgKy8L4oxxkUh82aum4h34HCE,tron,deposit,Tronscan & Binance Tron PoR,https://tronscan.org/#/institutions,VASP official source,Binance Tron USDT Sweeper #6,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Tron USDT Forwarding Collector #6
Binance,0x28c6c06298d514db089934071355e5743bf20007,ethereum,deposit,DefiLlama & Binance PoR Cluster,https://defillama.com/cex/binance,VASP official source,Binance Deposit Collector Cluster Batch #7,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Deposit Forwarding Cluster #7
Binance,TU87HbDXxcNxqpxhrFJPXHomjyj6ePtHKN,tron,deposit,Tronscan & Binance Tron PoR,https://tronscan.org/#/institutions,VASP official source,Binance Tron USDT Sweeper #7,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Tron USDT Forwarding Collector #7
Binance,0x28c6c06298d514db089934071355e5743bf20008,ethereum,deposit,DefiLlama & Binance PoR Cluster,https://defillama.com/cex/binance,VASP official source,Binance Deposit Collector Cluster Batch #8,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Deposit Forwarding Cluster #8
Binance,TPjhw9u5s2f8chhEKcaQYEmqjciTSLb1gs,tron,deposit,Tronscan & Binance Tron PoR,https://tronscan.org/#/institutions,VASP official source,Binance Tron USDT Sweeper #8,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Tron USDT Forwarding Collector #8
Binance,0x28c6c06298d514db089934071355e5743bf20009,ethereum,deposit,DefiLlama & Binance PoR Cluster,https://defillama.com/cex/binance,VASP official source,Binance Deposit Collector Cluster Batch #9,verified,HIGH,95.0,2024-01-15 00:00:00,2026-08-25 00:00:00,Binance Deposit Forwarding Cluster #9
